Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Start_Date,Data Value,Final_Date,Stations
166827,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),2012,19.68,2012,Summer
166828,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),2012,18.39,2012,Summer
166829,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),2012,16.12,2012,Summer
166830,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),2012,19.35,2012,Summer
166831,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),2012,17.21,2012,Summer
166832,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),2012,19.65,2012,Summer
166833,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),2012,18.77,2012,Summer
166834,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),2012,16.03,2012,Summer
166835,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),2012,15.26,2012,Summer
166836,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),2012,17.0,2012,Summer
166837,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),2012,10.96,2012,Summer
166838,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),2012,16.21,2012,Summer
166839,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),2012,12.62,2012,Summer
166840,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),2012,17.92,2012,Summer
166841,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),2012,16.97,2012,Summer
166842,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2012,12.42,2012,Summer
166843,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),2012,17.79,2012,Summer
166844,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),2012,18.71,2012,Summer
166845,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),2012,18.7,2012,Summer
166846,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),2012,20.2,2012,Summer
166847,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),2012,17.04,2012,Summer
166848,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),2012,18.52,2012,Summer
166849,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),2012,16.44,2012,Summer
166850,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),2012,16.29,2012,Summer
166851,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),2012,17.52,2012,Summer
166852,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),2012,15.49,2012,Summer
166853,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),2012,14.96,2012,Summer
166854,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),2012,16.28,2012,Summer
166855,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),2012,14.35,2012,Summer
166856,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),2012,8.11,2012,Summer
166857,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),2012,14.62,2012,Summer
166858,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2012,10.74,2012,Summer
166859,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2012,8.03,2012,Summer
166860,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),2013,27.81,2013,Summer
166861,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),2013,26.19,2013,Summer
166862,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),2013,23.31,2013,Summer
166863,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),2013,27.36,2013,Summer
166864,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),2013,37.02,2013,Summer
166865,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),2013,30.77,2013,Summer
166866,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),2013,22.71,2013,Summer
166867,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),2013,25.3,2013,Summer
166868,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),2013,21.4,2013,Summer
166869,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),2013,21.63,2013,Summer
166870,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,111,East Harlem (CD11),2013,20.62,2013,Summer
166871,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),2013,18.43,2013,Summer
166872,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),2013,18.86,2013,Summer
166873,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),2013,17.22,2013,Summer
166874,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),2013,18.47,2013,Summer
166875,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),2013,20.19,2013,Summer
166876,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),2013,20.23,2013,Summer
166877,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),2013,18.06,2013,Summer
166878,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),2013,17.67,2013,Summer
166879,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),2013,14.22,2013,Summer
166880,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),2013,16.04,2013,Summer
166881,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),2013,13.57,2013,Summer
166882,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),2013,14.97,2013,Summer
166883,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),2013,13.84,2013,Summer
166884,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),2013,18.98,2013,Summer
166885,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),2013,20.8,2013,Summer
166886,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),2013,19.35,2013,Summer
166887,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),2013,18.09,2013,Summer
166888,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),2013,16.14,2013,Summer
166889,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),2013,19.25,2013,Summer
166890,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),2013,16.96,2013,Summer
166891,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),2013,19.36,2013,Summer
166892,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),2013,18.49,2013,Summer
166893,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),2013,15.24,2013,Summer
166894,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),2013,14.18,2013,Summer
166895,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),2013,16.33,2013,Summer
166896,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),2013,9.53,2013,Summer
166897,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),2013,15.58,2013,Summer
166898,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),2013,11.46,2013,Summer
166899,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),2013,17.72,2013,Summer
166900,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),2013,16.68,2013,Summer
166901,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2013,11.98,2013,Summer
166902,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),2013,17.08,2013,Summer
166903,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),2013,17.98,2013,Summer
166904,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),2013,17.84,2013,Summer
166905,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),2013,19.38,2013,Summer
166906,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),2013,16.74,2013,Summer
166907,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),2013,18.07,2013,Summer
166908,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),2013,15.58,2013,Summer
166909,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),2013,16.23,2013,Summer
166910,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),2013,17.63,2013,Summer
166911,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),2013,15.84,2013,Summer
166912,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),2013,14.43,2013,Summer
166913,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),2013,16.72,2013,Summer
166914,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),2013,14.63,2013,Summer
166915,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),2013,7.88,2013,Summer
166916,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),2013,14.02,2013,Summer
166917,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2013,9.91,2013,Summer
166918,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2013,7.59,2013,Summer
167509,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),2008,36.62,2009,Annual
167510,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),2008,34.83,2009,Annual
167511,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),2008,31.8,2009,Annual
167512,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),2008,36.27,2009,Annual
167513,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),2008,46.75,2009,Annual
167514,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),2008,39.92,2009,Annual
167515,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),2008,31.9,2009,Annual
167516,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),2008,34.45,2009,Annual
167517,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),2008,30.96,2009,Annual
167518,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),2008,31.17,2009,Annual
167519,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,111,East Harlem (CD11),2008,29.83,2009,Annual
167520,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),2008,27.95,2009,Annual
167521,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),2008,28.07,2009,Annual
167522,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),2008,26.09,2009,Annual
167523,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),2008,27.71,2009,Annual
167524,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),2008,29.71,2009,Annual
167525,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),2008,29.65,2009,Annual
167526,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),2008,27.13,2009,Annual
167527,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),2008,26.72,2009,Annual
167528,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),2008,23.21,2009,Annual
167529,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),2008,24.58,2009,Annual
167530,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),2008,21.33,2009,Annual
167531,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),2008,23.36,2009,Annual
167532,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),2008,22.05,2009,Annual
167533,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),2008,27.03,2009,Annual
167534,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),2008,29.25,2009,Annual
167535,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),2008,27.55,2009,Annual
167536,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),2008,25.88,2009,Annual
167537,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),2008,23.39,2009,Annual
167538,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),2008,27.7,2009,Annual
167539,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),2008,25.49,2009,Annual
167540,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),2008,27.75,2009,Annual
167541,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),2008,26.99,2009,Annual
167542,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),2008,23.62,2009,Annual
167543,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),2008,23.01,2009,Annual
167544,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),2008,25.17,2009,Annual
167545,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),2008,18.41,2009,Annual
167546,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),2008,24.43,2009,Annual
167547,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),2008,20.37,2009,Annual
167548,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),2008,25.63,2009,Annual
167549,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),2008,25.12,2009,Annual
167550,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2008,20.26,2009,Annual
167551,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),2008,25.44,2009,Annual
167552,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),2008,25.93,2009,Annual
167553,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),2008,25.64,2009,Annual
167554,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),2008,26.86,2009,Annual
167555,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),2008,24.06,2009,Annual
167556,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),2008,24.98,2009,Annual
167557,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),2008,22.68,2009,Annual
167558,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),2008,22.39,2009,Annual
167559,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),2008,24.07,2009,Annual
167560,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),2008,22.17,2009,Annual
167561,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),2008,20.49,2009,Annual
167562,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),2008,22.33,2009,Annual
167563,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),2008,19.92,2009,Annual
167564,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),2008,14.55,2009,Annual
167565,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),2008,20.68,2009,Annual
167566,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2008,16.54,2009,Annual
167567,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2008,14.7,2009,Annual
167568,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),2009,33.43,2010,Annual
167569,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),2009,31.83,2010,Annual
167570,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),2009,29.22,2010,Annual
167571,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),2009,32.87,2010,Annual
167572,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),2009,42.07,2010,Annual
167573,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),2009,36.22,2010,Annual
167574,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),2009,28.62,2010,Annual
167575,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),2009,31.17,2010,Annual
167576,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),2009,27.64,2010,Annual
167577,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),2009,27.95,2010,Annual
167578,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,111,East Harlem (CD11),2009,26.99,2010,Annual
167579,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),2009,24.66,2010,Annual
167580,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),2009,25.47,2010,Annual
167581,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),2009,23.88,2010,Annual
167582,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),2009,25.0,2010,Annual
167583,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),2009,26.64,2010,Annual
167584,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),2009,26.53,2010,Annual
167585,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),2009,24.44,2010,Annual
167586,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),2009,23.77,2010,Annual
167587,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),2009,20.15,2010,Annual
167588,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),2009,22.55,2010,Annual
167589,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),2009,19.76,2010,Annual
167590,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),2009,21.2,2010,Annual
167591,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),2009,19.74,2010,Annual
167592,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),2009,25.16,2010,Annual
167593,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),2009,27.14,2010,Annual
167594,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),2009,25.68,2010,Annual
167595,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),2009,24.2,2010,Annual
167596,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),2009,22.02,2010,Annual
167597,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),2009,25.87,2010,Annual
167598,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),2009,23.96,2010,Annual
167599,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),2009,25.9,2010,Annual
167600,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),2009,25.26,2010,Annual
167601,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),2009,22.43,2010,Annual
167602,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),2009,21.93,2010,Annual
167603,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),2009,23.77,2010,Annual
167604,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),2009,17.65,2010,Annual
167605,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),2009,23.01,2010,Annual
167606,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),2009,19.44,2010,Annual
167607,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),2009,24.03,2010,Annual
167608,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),2009,23.63,2010,Annual
167609,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2009,19.16,2010,Annual
167610,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),2009,23.5,2010,Annual
167611,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),2009,24.14,2010,Annual
167612,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),2009,24.01,2010,Annual
167613,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),2009,25.25,2010,Annual
167614,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),2009,22.59,2010,Annual
167615,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),2009,23.52,2010,Annual
167616,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),2009,21.46,2010,Annual
167617,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),2009,21.28,2010,Annual
167618,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),2009,22.77,2010,Annual
167619,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),2009,21.0,2010,Annual
167620,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),2009,19.64,2010,Annual
167621,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),2009,21.28,2010,Annual
167622,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),2009,19.14,2010,Annual
167623,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),2009,13.95,2010,Annual
167624,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),2009,19.33,2010,Annual
167625,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2009,15.24,2010,Annual
167626,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2009,12.96,2010,Annual
167627,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),2010,33.51,2011,Annual
167628,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),2010,32.3,2011,Annual
167629,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),2010,29.7,2011,Annual
167630,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),2010,33.45,2011,Annual
167631,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),2010,41.84,2011,Annual
167632,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),2010,36.42,2011,Annual
167633,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),2010,29.28,2011,Annual
167634,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),2010,31.66,2011,Annual
167635,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),2010,28.05,2011,Annual
167636,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),2010,28.32,2011,Annual
