Year,Manufacturer,Model,barrels08,charge240,cityA08U,cityCD,cityE,cityUF,co2A,combA08U,combE,combinedCD,combinedUF,cylinders,feScore,fuelCostA08,fuelType2,ghgScoreA,highwayA08U,highwayCD,highwayE,highwayUF,id,phevBlended,charge240b
2012,Chrysler,200,13.52318182,0.0,13.0,0.0,0.0,0.0,-1.0,16.0,0.0,0.0,0.0,6.0,-1,2600.0,E85,-1,20.0,0.0,0.0,0.0,31380,False,0.0
2012,Saab,9-3 SportCombi,14.16714286,0.0,13.0,0.0,0.0,0.0,-1.0,15.0,0.0,0.0,0.0,4.0,-1,2600.0,E85,-1,20.0,0.0,0.0,0.0,31421,False,0.0
2012,Buick,Regal,12.93521739,0.0,14.0,0.0,0.0,0.0,-1.0,17.0,0.0,0.0,0.0,4.0,-1,2450.0,E85,-1,21.0,0.0,0.0,0.0,31740,False,0.0
2012,Buick,Regal,13.52318182,0.0,13.0,0.0,0.0,0.0,-1.0,16.0,0.0,0.0,0.0,4.0,-1,2600.0,E85,-1,21.0,0.0,0.0,0.0,31742,False,0.0
2012,Buick,Verano,12.39625,0.0,14.0,0.0,0.0,0.0,-1.0,17.0,0.0,0.0,0.0,4.0,-1,2450.0,E85,-1,22.0,0.0,0.0,0.0,32160,False,0.0
2012,Ford,Focus FWD FFV,9.597096774,0.0,18.0,0.0,0.0,0.0,-1.0,21.0,0.0,0.0,0.0,4.0,-1,1900.0,E85,-1,27.0,0.0,0.0,0.0,32302,False,0.0
2013,Bentley,Continental Flying Spur,21.25071429,0.0,7.0,0.0,0.0,0.0,648.0,9.0,0.0,0.0,0.0,12.0,2,4150.0,E85,2,13.0,0.0,0.0,0.0,32366,False,0.0
2013,Buick,LaCrosse,14.16714286,0.0,12.0,0.0,0.0,0.0,423.0,14.0,0.0,0.0,0.0,6.0,5,2750.0,E85,5,18.0,0.0,0.0,0.0,32535,False,0.0
2013,Mercedes-Benz,C350,12.93521739,0.0,14.0,0.0,0.0,0.0,363.0,16.0,0.0,0.0,0.0,6.0,6,2450.0,E85,6,20.0,0.0,0.0,0.0,32779,False,0.0
2013,Bentley,Continental GT,19.834,0.0,8.0,0.0,0.0,0.0,576.0,10.0,0.0,0.0,0.0,12.0,3,3800.0,E85,3,15.0,0.0,0.0,0.0,33313,False,0.0
2014,Bentley,Continental GT,19.834,0.0,8.0,0.0,0.0,0.0,576.0,10.0,0.0,0.0,0.0,12.0,2,3800.0,E85,2,15.0,0.0,0.0,0.0,33514,False,0.0
2014,Mercedes-Benz,E350 4matic,12.93521739,0.0,15.0,0.0,0.0,0.0,361.0,17.0,0.0,0.0,0.0,6.0,6,2300.0,E85,6,20.0,0.0,0.0,0.0,33579,False,0.0
2014,Mercedes-Benz,C300 4matic,13.52318182,0.0,12.0,0.0,0.0,0.0,395.0,14.0,0.0,0.0,0.0,6.0,5,2750.0,E85,6,17.0,0.0,0.0,0.0,33814,False,0.0
2015,Jaguar,XF FFV,16.52833333,0.0,10.0,0.0,0.0,0.0,487.0,12.0,0.0,0.0,0.0,8.0,4,3200.0,E85,4,16.0,0.0,0.0,0.0,34948,False,0.0
2015,Mercedes-Benz,E350,12.93521739,0.0,13.0,0.0,0.0,0.0,369.0,15.0,0.0,0.0,0.0,6.0,5,2600.0,E85,6,19.0,0.0,0.0,0.0,35864,False,0.0
2015,Mercedes-Benz,E350 4matic,12.93521739,0.0,15.0,0.0,0.0,0.0,363.0,17.0,0.0,0.0,0.0,6.0,5,2450.0,E85,6,20.0,0.0,0.0,0.0,35865,False,0.0
2016,Mercedes-Benz,E350 4matic,12.93521739,0.0,15.0,0.0,0.0,0.0,363.0,17.0,0.0,0.0,0.0,6.0,5,2450.0,E85,6,20.0,0.0,0.0,0.0,36179,False,0.0
2010,Mercury,Milan AWD FFV,14.16714286,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,6.0,-1,2750.0,E85,-1,0.0,0.0,0.0,0.0,26411,False,0.0
2012,Honda,Civic Natural Gas,0.047080645,0.0,26.0,0.0,0.0,0.0,-1.0,30.0,0.0,0.0,0.0,4.0,-1,1550.0,Natural Gas,-1,37.0,0.0,0.0,0.0,32336,False,0.0
2015,Honda,Civic Natural Gas,0.047080645,0.0,26.0,0.0,0.0,0.0,218.0,30.0,0.0,0.0,0.0,4.0,8,1550.0,Natural Gas,9,37.0,0.0,0.0,0.0,35886,False,0.0
2013,Honda,Civic Natural Gas,0.047080645,0.0,26.0,0.0,0.0,0.0,218.0,30.0,0.0,0.0,0.0,4.0,8,1550.0,Natural Gas,10,37.0,0.0,0.0,0.0,33503,False,0.0
2014,Honda,Civic Natural Gas,0.047080645,0.0,26.0,0.0,0.0,0.0,218.0,30.0,0.0,0.0,0.0,4.0,8,1550.0,Natural Gas,9,37.0,0.0,0.0,0.0,34728,False,0.0
